"","year","make","model","vclass","displ","tran","cyl","drive","fueltype","tcharger","scharger","guzzler","cty","hwy","cmb","pv","lv","country"
"758",2010,"Mercedes-Benz","CLS550","Compact Cars",5.5,"Automatic 7-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,21,16,93,13," Germany"
"759",2010,"Mercedes-Benz","S550 4matic","Large Cars",5.5,"Automatic 7-spd","8","4-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,21,17,109,16," Germany"
"760",2010,"Mercedes-Benz","S600","Large Cars",5.5,"Automatic 5-spd","12","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,11,17,13,109,16," Germany"
"761",2010,"Mercedes-Benz","S63 AMG","Large Cars",6.3,"Automatic 7-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,18,14,109,16," Germany"
"762",2010,"Mercedes-Benz","S65 AMG","Large Cars",6,"Automatic 5-spd","12","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,11,17,13,109,16," Germany"
"763",2010,"Bentley","Continental Supersports","Two Seaters",6,"Automatic (S6)","12","All-Wheel Drive","Premium",TRUE,FALSE,TRUE,12,19,14,NA,NA," Germany"
"764",2010,"Lamborghini","Murcielago Reventon Roadster","Two Seaters",6.5,"Auto(AM7)","12","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,9,14,11,NA,NA," Germany"
"765",2010,"Porsche","911 GT3","Two Seaters",3.8,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,21,16,NA,NA," Germany"
"766",2010,"Porsche","911 GT3 RS","Two Seaters",3.8,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,NA,NA," Germany"
"767",2010,"Mercedes-Benz","CL600","Compact Cars",5.5,"Automatic 5-spd","12","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,11,17,14,91,14," Germany"
"768",2010,"Mercedes-Benz","CL63 AMG","Compact Cars",6.3,"Automatic 7-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,18,14,91,14," Germany"
"769",2010,"Mercedes-Benz","CL65 AMG","Compact Cars",6,"Automatic 5-spd","12","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,11,17,13,91,14," Germany"
"770",2010,"Maserati","Quattroporte","Large Cars",4.7,"Automatic 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,18,14,121,8," Italy/ United States"
"771",2010,"Mercedes-Benz","SLK55 AMG","Two Seaters",5.5,"Automatic 7-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,22,17,NA,NA," Germany"
"772",2010,"Maserati","GranTurismo","Subcompact Cars",4.2,"Automatic 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,19,15,86,6," Italy/ United States"
"773",2010,"Maserati","GranTurismo","Subcompact Cars",4.7,"Automatic 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,19,15,86,6," Italy/ United States"
"774",2010,"Mercedes-Benz","C63 AMG","Compact Cars",6.3,"Automatic 7-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,19,15,88,12," Germany"
"775",2010,"Mercedes-Benz","CLS63 AMG","Compact Cars",6.3,"Automatic 7-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,18,14,93,13," Germany"
"776",2010,"Maserati","Quattroporte","Large Cars",4.2,"Automatic 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,14,121,8," Italy/ United States"
"777",2010,"Mercedes-Benz","E63 AMG","Midsize Cars",6.3,"Automatic 7-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,20,15,97,14," Germany"
"778",2009,"Alfa Romeo","8 C Spider","Minicompact Cars",4.7,"Automatic 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,16,13,45,5," Italy/ United States"
"779",2010,"Aston Martin","V8 Vantage","Two Seaters",4.7,"Auto(AM6)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,NA,NA," United Kingdom"
"780",2010,"Aston Martin","V8 Vantage","Two Seaters",4.7,"Manual 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,19,14,NA,NA," United Kingdom"
"781",2010,"Infiniti","M45x","Large Cars",4.5,"Automatic (S5)","8","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,105,15," Japan"
"782",2010,"Aston Martin","DB9","Minicompact Cars",5.9,"Manual 6-spd","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,78,5," United Kingdom"
"783",2010,"Aston Martin","DB9","Minicompact Cars",5.9,"Automatic (S6)","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,20,15,78,5," United Kingdom"
"784",2010,"Aston Martin","DBS","Minicompact Cars",5.9,"Manual 6-spd","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,78,5," United Kingdom"
"785",2010,"Aston Martin","DBS","Minicompact Cars",5.9,"Automatic (S6)","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,18,14,78,5," United Kingdom"
"786",2010,"BMW","M3 Convertible","Subcompact Cars",4,"Automatic (S7)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,84,9," Germany"
"787",2010,"BMW","M3 Coupe","Subcompact Cars",4,"Manual 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,89,11," Germany"
"788",2010,"BMW","M3 Coupe","Subcompact Cars",4,"Automatic (S7)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,89,11," Germany"
"789",2010,"Bentley","Azure","Compact Cars",6.8,"Automatic (A6)","8","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,9,15,11,93,8," Germany"
"790",2010,"Bentley","Brooklands","Compact Cars",6.8,"Automatic (A6)","8","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,9,15,11,97,11," Germany"
"791",2010,"BMW","M3","Compact Cars",4,"Manual 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,93,12," Germany"
"792",2010,"BMW","M3","Compact Cars",4,"Automatic (S7)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,93,12," Germany"
"793",2010,"BMW","750i","Large Cars",4.4,"Automatic (S6)","8","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,15,22,17,106,14," Germany"
"794",2010,"BMW","750i xDrive","Large Cars",4.4,"Automatic (S6)","8","All-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,20,16,106,14," Germany"
"795",2010,"BMW","750Li","Large Cars",4.4,"Automatic (S6)","8","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,21,17,115,14," Germany"
"796",2010,"BMW","750Li xDrive","Large Cars",4.4,"Automatic (S6)","8","All-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,20,16,115,14," Germany"
"797",2010,"BMW","M3 Convertible","Subcompact Cars",4,"Manual 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,20,16,84,9," Germany"
"798",2010,"Ferrari","599 GTB Fiorano","Two Seaters",5.7,"Auto(AM6)","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,15,12,NA,NA," Italy/ United States"
"799",2010,"Ferrari","599 GTB Fiorano","Two Seaters",5.7,"Manual 6-spd","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,15,12,NA,NA," Italy/ United States"
"800",2010,"Ferrari","612 Scaglietti","Midsize Cars",5.7,"Auto(AM6)","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,9,16,11,105,6," Italy/ United States"
"801",2010,"Ferrari","612 Scaglietti","Midsize Cars",5.7,"Manual 6-spd","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,10,15,12,105,6," Italy/ United States"
"802",2010,"BMW","760Li","Large Cars",6,"Automatic (S8)","12","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,13,19,15,115,14," Germany"
"803",2010,"Maybach","57","Large Cars",5.5,"Automatic 5-spd","12","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,10,16,12,112,15," Germany"
"804",2010,"Maybach","57S","Large Cars",6,"Automatic 5-spd","12","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,10,16,12,112,15," Germany"
"805",2010,"Dodge","Viper Convertible","Two Seaters",8.4,"Manual 6-spd","10","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,22,16,NA,NA," Italy/ United States"
"806",2010,"Dodge","Viper Coupe","Two Seaters",8.4,"Manual 6-spd","10","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,22,16,NA,NA," Italy/ United States"
"807",2010,"Aston Martin","Rapide","Subcompact Cars",5.9,"Automatic (S6)","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,19,15,83,14," United Kingdom"
"808",2010,"Maserati","GranTurismo Convertible","Subcompact Cars",4.7,"Automatic 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,19,15,85,5," Italy/ United States"
"809",2010,"Maybach","57 Zeppelin","Large Cars",6,"Automatic 5-spd","12","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,10,16,12,112,15," Germany"
"810",2011,"Mercedes-Benz","SL550","Two Seaters",5.5,"Automatic 7-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,22,17,NA,NA," Germany"
"811",2011,"Mercedes-Benz","SL63 AMG","Two Seaters",6.3,"Auto(AM7)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,19,14,NA,NA," Germany"
"812",2011,"Mercedes-Benz","SL65 AMG","Two Seaters",6,"Automatic 5-spd","12","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,12,18,14,NA,NA," Germany"
"813",2011,"Mercedes-Benz","SLS AMG","Two Seaters",6.2,"Auto(AM7)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,NA,NA," Germany"
"814",2011,"BMW","M3 Convertible","Subcompact Cars",4,"Manual 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,20,16,84,9," Germany"
"815",2011,"BMW","M3 Convertible","Subcompact Cars",4,"Automatic (S7)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,84,9," Germany"
"816",2011,"BMW","M3 Coupe","Subcompact Cars",4,"Manual 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,89,11," Germany"
"817",2011,"BMW","M3 Coupe","Subcompact Cars",4,"Automatic (S7)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,89,11," Germany"
"818",2011,"BMW","M3 Sedan","Compact Cars",4,"Manual 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,93,12," Germany"
"819",2011,"BMW","M3 Sedan","Compact Cars",4,"Automatic (S7)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,93,12," Germany"
"820",2011,"Mercedes-Benz","CLS63 AMG","Compact Cars",6.3,"Automatic 7-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,18,14,93,13," Germany"
"821",2011,"BMW","750i","Large Cars",4.4,"Automatic (S6)","8","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,15,22,17,106,14," Germany"
"822",2011,"BMW","750i xDrive","Large Cars",4.4,"Automatic (S6)","8","All-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,20,16,106,14," Germany"
"823",2011,"BMW","750Li xDrive","Large Cars",4.4,"Automatic (S6)","8","All-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,20,16,115,14," Germany"
"824",2011,"BMW","Alpina B7 LWB xDrive","Large Cars",4.4,"Automatic (S6)","8","All-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,20,16,115,14," Germany"
"825",2011,"BMW","Alpina B7 SWB xDrive","Large Cars",4.4,"Automatic (S6)","8","All-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,20,16,106,14," Germany"
"826",2011,"Audi","R8 Spyder","Two Seaters",5.2,"Auto(AM6)","10","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,19,15,NA,NA," Germany"
"827",2011,"Audi","R8","Two Seaters",5.2,"Auto(AM6)","10","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,19,15,NA,NA," Germany"
"828",2011,"Audi","R8 Spyder","Two Seaters",5.2,"Manual 6-spd","10","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,19,14,NA,NA," Germany"
"829",2011,"Audi","R8","Two Seaters",5.2,"Manual 6-spd","10","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,19,14,NA,NA," Germany"
"830",2011,"Bentley","Continental Supersports","Two Seaters",6,"Automatic (S6)","12","All-Wheel Drive","Premium or E85",TRUE,FALSE,TRUE,12,19,14,NA,NA," Germany"
"831",2011,"Bugatti","Veyron","Two Seaters",8,"Automatic (S7)","16","All-Wheel Drive","Premium",TRUE,FALSE,TRUE,8,15,10,NA,NA," Germany"
"832",2011,"Chevrolet","Corvette","Two Seaters",6.2,"Manual 6-spd","8","Rear-Wheel Drive","Premium",FALSE,TRUE,TRUE,14,20,16,NA,NA," United States"
"833",2011,"Lamborghini","Gallardo Coupe","Two Seaters",5.2,"Auto(AM6)","10","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,20,16,NA,NA," Germany"
"834",2011,"Lamborghini","Gallardo Spyder","Two Seaters",5.2,"Auto(AM6)","10","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,20,16,NA,NA," Germany"
"835",2011,"Lamborghini","Gallardo Coupe","Two Seaters",5.2,"Manual 6-spd","10","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,20,15,NA,NA," Germany"
"836",2011,"Lamborghini","Gallardo Spyder","Two Seaters",5.2,"Manual 6-spd","10","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,20,14,NA,NA," Germany"
"837",2011,"Porsche","911 GT3","Two Seaters",3.8,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,21,16,NA,NA," Germany"
"838",2011,"Porsche","911 GT3 RS","Two Seaters",3.8,"Manual 6-spd","6","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,21,16,NA,NA," Germany"
"839",2011,"Audi","S5","Subcompact Cars",4.2,"Manual 6-spd","8","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,22,17,84,12," Germany"
"840",2011,"Bentley","Continental GTC","Subcompact Cars",6,"Automatic (S6)","12","All-Wheel Drive","Premium or E85",TRUE,FALSE,TRUE,11,18,13,86,7," Germany"
"841",2011,"Bentley","Continental Supersports Convertible","Subcompact Cars",6,"Automatic (S6)","12","All-Wheel Drive","Premium or E85",TRUE,FALSE,TRUE,12,19,14,86,7," Germany"
"842",2011,"Mercedes-Benz","C63 AMG","Compact Cars",6.2,"Automatic 7-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,19,15,88,12," Germany"
"843",2011,"Mercedes-Benz","CLS550","Compact Cars",4.7,"Automatic 7-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,21,16,93,13," Germany"
"844",2011,"Audi","S6","Midsize Cars",5.2,"Automatic (S6)","10","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,21,16,98,16," Germany"
"845",2011,"Bentley","Continental Flying Spur","Midsize Cars",6,"Automatic (S6)","12","All-Wheel Drive","Premium or E85",TRUE,FALSE,TRUE,11,18,13,102,13," Germany"
"846",2011,"Cadillac","CTS","Midsize Cars",6.2,"Automatic (S6)","8","Rear-Wheel Drive","Premium",FALSE,TRUE,TRUE,12,18,14,99,15," United States"
"847",2011,"Cadillac","CTS","Midsize Cars",6.2,"Manual 6-spd","8","Rear-Wheel Drive","Premium",FALSE,TRUE,TRUE,14,19,16,99,15," United States"
"848",2011,"Mercedes-Benz","E63 AMG","Midsize Cars",6.2,"Automatic 7-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,20,15,97,14," Germany"
"849",2011,"Cadillac","Limousine","Large Cars",4.6,"Automatic 4-spd","8","Front-Wheel Drive","Regular",FALSE,FALSE,TRUE,12,18,14,113,19," United States"
"850",2011,"Cadillac","Funeral Coach / Hearse","Large Cars",4.6,"Automatic 4-spd","8","Front-Wheel Drive","Regular",FALSE,FALSE,TRUE,12,16,14,113,19," United States"
"851",2011,"Mercedes-Benz","S550 4matic","Large Cars",5.5,"Automatic 7-spd","8","4-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,21,17,109,16," Germany"
"852",2011,"Aston Martin","DB9","Minicompact Cars",5.9,"Manual 6-spd","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,78,5," United Kingdom"
"853",2011,"Maserati","GranTurismo","Subcompact Cars",4.2,"Automatic 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,20,15,86,6," Italy/ United States"
"854",2011,"Maserati","GranTurismo","Subcompact Cars",4.7,"Automatic 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,20,15,86,6," Italy/ United States"
"855",2011,"Maserati","GranTurismo Convertible","Subcompact Cars",4.7,"Automatic 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,20,15,85,5," Italy/ United States"
"856",2011,"BMW","550i Gran Turismo","Large Cars",4.4,"Automatic (S8)","8","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,15,22,18,112,10," Germany"
"857",2011,"BMW","750Li","Large Cars",4.4,"Automatic (S6)","8","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,22,17,115,14," Germany"
"858",2011,"BMW","Alpina B7 SWB","Large Cars",4.4,"Automatic (S6)","8","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,22,17,106,14," Germany"
"859",2011,"BMW","Alpina B7 LWB","Large Cars",4.4,"Automatic (S6)","8","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,22,17,115,14," Germany"
"860",2011,"BMW","760Li","Large Cars",6,"Automatic (S8)","12","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,13,19,15,115,14," Germany"
"861",2011,"Maserati","Quattroporte","Large Cars",4.2,"Automatic 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,20,15,121,8," Italy/ United States"
"862",2011,"Maserati","Quattroporte","Large Cars",4.7,"Automatic 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,19,14,121,8," Italy/ United States"
"863",2011,"Aston Martin","V12 Vantage","Two Seaters",5.9,"Manual 6-spd","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,NA,NA," United Kingdom"
"864",2011,"Aston Martin","V8 Vantage","Two Seaters",4.7,"Manual 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,19,15,NA,NA," United Kingdom"
"865",2011,"Aston Martin","V8 Vantage","Two Seaters",4.7,"Auto(AM6)","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,20,16,NA,NA," United Kingdom"
"866",2011,"Audi","R8","Two Seaters",4.2,"Manual 6-spd","8","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,20,14,NA,NA," Germany"
"867",2011,"Audi","R8","Two Seaters",4.2,"Auto(AM6)","8","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,21,16,NA,NA," Germany"
"868",2011,"Audi","R8 Spyder","Two Seaters",4.2,"Manual 6-spd","8","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,20,14,NA,NA," Germany"
"869",2011,"Audi","R8 Spyder","Two Seaters",4.2,"Auto(AM6)","8","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,21,16,NA,NA," Germany"
"870",2011,"Aston Martin","DB9","Minicompact Cars",5.9,"Automatic (S6)","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,20,15,78,5," United Kingdom"
"871",2011,"Aston Martin","DBS","Minicompact Cars",5.9,"Manual 6-spd","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,78,5," United Kingdom"
"872",2011,"Aston Martin","DBS","Minicompact Cars",5.9,"Automatic (S6)","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,18,14,78,5," United Kingdom"
"873",2011,"Aston Martin","Rapide","Subcompact Cars",5.9,"Automatic (S6)","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,19,15,83,14," United Kingdom"
"874",2011,"Dodge","Challenger SRT8","Compact Cars",6.4,"Manual 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,23,17,91,16," Italy/ United States"
"875",2011,"Dodge","Challenger SRT8","Compact Cars",6.4,"Automatic 5-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,22,16,91,16," Italy/ United States"
"876",2011,"Bentley","Mulsanne","Midsize Cars",6.8,"Automatic (S8)","8","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,11,18,13,101,11," Germany"
"877",2011,"Cadillac","CTS Wagon","Small Station Wagons",6.2,"Manual 6-spd","8","Rear-Wheel Drive","Premium",FALSE,TRUE,TRUE,14,19,16,97,29," United States"
"878",2011,"Cadillac","CTS Wagon","Small Station Wagons",6.2,"Automatic (S6)","8","Rear-Wheel Drive","Premium",FALSE,TRUE,TRUE,12,18,14,97,29," United States"
"879",2011,"Mercedes-Benz","CL600","Compact Cars",5.5,"Automatic 5-spd","12","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,12,18,14,91,14," Germany"
"880",2011,"Mercedes-Benz","CL63 AMG","Compact Cars",5.5,"Automatic 7-spd","8","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,15,21,17,91,14," Germany"
"881",2011,"Mercedes-Benz","CL65 AMG","Compact Cars",6,"Automatic 5-spd","12","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,12,18,14,91,14," Germany"
"882",2011,"Mercedes-Benz","S600","Large Cars",5.5,"Automatic 5-spd","12","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,12,19,14,109,16," Germany"
"883",2011,"Mercedes-Benz","S65 AMG","Large Cars",6,"Automatic 5-spd","12","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,12,19,14,109,16," Germany"
"884",2012,"Audi","R8","Two Seaters",5.2,"Auto(AM6)","10","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,19,15,NA,NA," Germany"
"885",2012,"Audi","R8","Two Seaters",5.2,"Manual 6-spd","10","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,19,14,NA,NA," Germany"
"886",2012,"Audi","R8 Spyder","Two Seaters",5.2,"Auto(AM6)","10","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,19,15,NA,NA," Germany"
"887",2012,"Audi","R8 Spyder","Two Seaters",5.2,"Manual 6-spd","10","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,19,14,NA,NA," Germany"
"888",2012,"Bentley","Continental Supersports","Two Seaters",6,"Automatic (S6)","12","All-Wheel Drive","Premium or E85",TRUE,FALSE,TRUE,12,19,14,NA,NA," Germany"
"889",2012,"Lamborghini","Aventador Coupe","Two Seaters",6.5,"Automatic (S7)","12","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,NA,NA," Germany"
"890",2012,"Lexus","LFA","Two Seaters",4.8,"Automatic (S6)","10","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,16,12,NA,NA," Japan"
"891",2012,"Aston Martin","DB9","Minicompact Cars",5.9,"Automatic (S6)","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,20,15,78,5," United Kingdom"
"892",2012,"Aston Martin","DB9","Minicompact Cars",5.9,"Manual 6-spd","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,78,5," United Kingdom"
"893",2012,"Aston Martin","DBS","Minicompact Cars",5.9,"Automatic (S6)","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,12,18,14,78,5," United Kingdom"
"894",2012,"Aston Martin","DBS","Minicompact Cars",5.9,"Manual 6-spd","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,78,5," United Kingdom"
"895",2012,"Aston Martin","Virage","Minicompact Cars",5.9,"Automatic (S6)","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,18,15,78,5," United Kingdom"
"896",2012,"Aston Martin","Rapide","Subcompact Cars",5.9,"Automatic (S6)","12","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,13,19,15,83,14," United Kingdom"
"897",2012,"Audi","S5","Subcompact Cars",4.2,"Manual 6-spd","8","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,22,17,84,12," Germany"
"898",2012,"Bentley","Continental Supersports Convertible","Subcompact Cars",6,"Automatic (S6)","12","All-Wheel Drive","Premium or E85",TRUE,FALSE,TRUE,12,19,14,86,7," Germany"
"899",2012,"BMW","650i Convertible","Compact Cars",4.4,"Manual 6-spd","8","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,15,22,17,89,12," Germany"
"900",2012,"Bentley","Continental GT","Compact Cars",6,"Automatic (S6)","12","All-Wheel Drive","Premium or E85",TRUE,FALSE,TRUE,12,19,14,89,11," Germany"
"901",2012,"Bentley","Continental Flying Spur","Midsize Cars",6,"Automatic (S6)","12","All-Wheel Drive","Premium or E85",TRUE,FALSE,TRUE,11,19,14,102,13," Germany"
"902",2012,"Audi","A8 L","Large Cars",6.3,"Automatic (S8)","12","All-Wheel Drive","Premium",FALSE,FALSE,TRUE,14,21,16,109,13," Germany"
"903",2012,"BMW","750i","Large Cars",4.4,"Automatic (S6)","8","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,15,22,17,106,14," Germany"
"904",2012,"BMW","750i xDrive","Large Cars",4.4,"Automatic (S6)","8","All-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,20,16,106,14," Germany"
"905",2012,"BMW","750Li","Large Cars",4.4,"Automatic (S6)","8","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,22,17,115,14," Germany"
"906",2012,"BMW","750Li xDrive","Large Cars",4.4,"Automatic (S6)","8","All-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,20,16,115,14," Germany"
"907",2012,"BMW","Alpina B7 LWB","Large Cars",4.4,"Automatic (S6)","8","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,22,17,115,14," Germany"
"908",2012,"BMW","Alpina B7 LWB xDrive","Large Cars",4.4,"Automatic (S6)","8","All-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,20,16,115,14," Germany"
"909",2012,"BMW","Alpina B7 SWB","Large Cars",4.4,"Automatic (S6)","8","Rear-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,22,17,106,14," Germany"
"910",2012,"BMW","Alpina B7 SWB xDrive","Large Cars",4.4,"Automatic (S6)","8","All-Wheel Drive","Premium",TRUE,FALSE,TRUE,14,20,16,106,14," Germany"
"911",2012,"Aston Martin","V12 Vantage","Two Seaters",5.9,"Manual 6-spd","8","Rear-Wheel Drive","Premium",FALSE,FALSE,TRUE,11,17,13,NA,NA," United Kingdom"
